id,title,first_name,last_name,other_name,email,phone,relationship,educational_level,occupation,address_id,alive_status,student_id,date_created
019c1792-f8e1-7d3f-a635-d6a644daa933,10,Erika,Johnson,N/A,ErikaJohnson@example.com,"{""6048526042"",""696-396-8071""}",Mother,3,12,BS-0942-3107,Alive,019c1792-f8e0-767a-8595-24ba1df34a4a,1996-06-20
019c1792-f8e3-7e5e-acd0-fad729180a66,14,Caleb,Whitney,Joyce,CalebJoyceWhitney@example.com,"{""2572248337"",""2513043425""}",Father,1,5,BS-3375-1807,Alive,019c1792-f8e0-767a-8595-24ba1df34a4a,2011-03-07
019c1792-f8e6-7b0c-be11-60945c9521f7,10,Katherine,Erickson,Alexander,KatherineAlexanderErickson@example.com,"{""(570)605-7641"",""2514994355""}",Mother,1,4,BS-4415-2077,Alive,019c1792-f8e5-79a5-8d09-ff83b3ca6ece,2010-05-28
019c1792-f8e7-729d-9cd4-6bc4122f04a2,15,Danny,Tran,N/A,DannyTran@example.com,"{""6215567721"",""(689)735-2368""}",Father,5,9,BS-7483-4486,Alive,019c1792-f8e5-79a5-8d09-ff83b3ca6ece,2006-03-02
019c1792-f8ea-7b19-8fa5-34cc633642da,9,Paige,Cooper,N/A,PaigeCooper@example.com,"{""(586)413-9423"",""(242)615-0075""}",Mother,4,7,BS-5401-2485,Alive,019c1792-f8e8-74cb-b3e6-d0904c2d56a1,1997-10-21
019c1792-f8eb-7871-94cb-76dc2ac8f4f8,6,William,Scott,N/A,WilliamScott@example.com,"{""(397)552-8499"",""(991)309-7567""}",Father,2,6,BS-8230-7896,Alive,019c1792-f8e8-74cb-b3e6-d0904c2d56a1,2018-09-05
019c1792-f8ed-7ea8-a8c5-fa095213f2b8,17,Vanessa,Hall,Rachel,VanessaRachelHall@example.com,"{""8966519042"",""9158977612""}",Mother,5,11,BS-6168-9901,Alive,019c1792-f8ec-7aed-a0db-4fea09145da4,1996-10-18
019c1792-f8ef-761a-b639-6dbd88779321,16,Christopher,Miller,Richard,ChristopherRichardMiller@example.com,"{""8053476000"",""651-929-4653""}",Father,5,8,BS-6168-9901,Alive,019c1792-f8ec-7aed-a0db-4fea09145da4,2015-03-15
019c1792-f8f1-7def-b96a-4f6145b81dfc,4,Lori,Hill,Beth,LoriBethHill@example.com,"{""408-402-2321"",""(461)521-4249""}",Mother,2,14,BS-3816-6642,Alive,019c1792-f8f0-7eb0-9ee6-54ce545b4c7a,2008-03-20
019c1792-f8f4-7741-81ca-ccafce0f055a,16,Justin,Allen,N/A,JustinAllen@example.com,"{""4673401837"",""231-854-6532""}",Father,2,12,BS-3816-6642,Alive,019c1792-f8f0-7eb0-9ee6-54ce545b4c7a,2011-02-09
019c1792-f8f6-7dc0-9eb5-9ef0491ec783,18,Amanda,Hernandez,N/A,AmandaHernandez@example.com,"{""3903563869"",""9655931760""}",Mother,1,13,BS-5535-4811,Alive,019c1792-f8f5-749d-ad67-ddae3c8dc638,2002-08-06
019c1792-f8f7-70de-9938-b928204a263a,17,Nathan,Lee,Willie,NathanWillieLee@example.com,"{""289-797-5549"",""(340)748-7442""}",Father,3,1,BS-5535-4811,Alive,019c1792-f8f5-749d-ad67-ddae3c8dc638,2020-10-21
019c1792-f8fa-7451-90f1-90475db889d3,3,Holly,Miller,Thomas,HollyThomasMiller@example.com,"{""299-410-1080"",""4087947215""}",Mother,3,16,BS-6034-0384,Alive,019c1792-f8f8-7a8b-abc3-838e725ce80c,2020-04-14
019c1792-f903-7124-8abb-8bf5ff141907,22,Christopher,Herrera,Laurie,ChristopherLaurieHerrera@example.com,"{""2785269008"",""669-812-7647""}",Father,4,15,BS-6034-0384,Alive,019c1792-f8f8-7a8b-abc3-838e725ce80c,2012-01-16
019c1792-f914-7fc0-bdbc-462b5a3fcfa8,3,Tammy,Howard,Andrew,TammyAndrewHoward@example.com,"{""(467)241-4509"",""8516029156""}",Mother,5,12,BS-2838-5141,Alive,019c1792-f912-7c69-9197-2ebc4d4e57a9,2010-06-23
019c1792-f915-77dd-a6a4-a3caa49495bd,10,Timothy,Snyder,Jermaine,TimothyJermaineSnyder@example.com,"{""770-912-4633"",""9248415510""}",Father,1,14,BS-3122-5682,Alive,019c1792-f912-7c69-9197-2ebc4d4e57a9,2004-07-28
019c1792-f918-7f9d-9a4d-cf7de0a330eb,14,Victoria,Perez,N/A,VictoriaPerez@example.com,"{""460-787-4391"",""3845171807""}",Mother,4,2,BS-4403-0833,Alive,019c1792-f917-7685-b4ea-1aaf2abd0f99,1999-05-01
019c1792-f919-7d94-a585-68a131549dd0,9,Jerry,Andrews,N/A,JerryAndrews@example.com,"{""9342463973"",""6585269212""}",Father,5,20,BS-4403-0833,Alive,019c1792-f917-7685-b4ea-1aaf2abd0f99,2012-04-30
019c1792-f91c-72af-a6c4-1f76d81ba178,5,Yvonne,Conner,N/A,YvonneConner@example.com,"{""(589)528-9363"",""7668151962""}",Mother,3,2,BS-0887-8738,Alive,019c1792-f91b-7b73-9494-249b76a7417d,2002-07-14
019c1792-f91d-70e7-84f4-4c2c8017363e,9,Brian,Smith,N/A,BrianSmith@example.com,"{""(223)721-6302"",""608-919-7731""}",Father,4,15,BS-0887-8738,Alive,019c1792-f91b-7b73-9494-249b76a7417d,1998-10-05
019c1792-f91f-771c-b9a8-3be19c9bb445,22,Cynthia,Branch,N/A,CynthiaBranch@example.com,"{""(818)799-8769"",""(636)536-7265""}",Mother,3,4,BS-9953-8233,Alive,019c1792-f91e-7047-bda0-b570a689e27a,2001-05-16
019c1792-f921-73da-916b-ac31f19b1c70,6,John,Perry,Deanna,JohnDeannaPerry@example.com,"{""951-920-3844"",""789-952-6921""}",Father,2,16,BS-9953-8233,Alive,019c1792-f91e-7047-bda0-b570a689e27a,2004-08-14
019c1792-f924-7c03-a8c7-a01138984d47,21,Angela,Romero,N/A,AngelaRomero@example.com,"{""395-473-0285"",""(427)866-1460""}",Mother,2,4,BS-1550-9246,Alive,019c1792-f922-7bf8-b303-a7afd24b56f3,2010-12-07
019c1792-f925-7147-bba1-d486974941eb,13,Sean,Swanson,N/A,SeanSwanson@example.com,"{""(919)931-8768"",""950-576-0195""}",Father,5,10,BS-1550-9246,Alive,019c1792-f922-7bf8-b303-a7afd24b56f3,2024-10-24
019c1792-f928-70fa-ba8e-d788aa45fa66,4,Casey,Garcia,Stephanie,CaseyStephanieGarcia@example.com,"{""655-359-4128"",""263-924-5521""}",Mother,2,20,BS-6250-4063,Alive,019c1792-f926-7d31-9d70-aa76fc97bc3a,2016-09-29
019c1792-f929-70ce-915a-feaba54443c0,7,Patrick,Perez,Monica,PatrickMonicaPerez@example.com,"{""(808)713-6017"",""(835)636-7822""}",Father,1,20,BS-6250-4063,Alive,019c1792-f926-7d31-9d70-aa76fc97bc3a,1998-09-22
019c1792-f92c-717b-b69c-26fa27c3c087,5,Natalie,Gonzalez,Matthew,NatalieMatthewGonzalez@example.com,"{""(534)388-3658"",""(232)416-3756""}",Mother,2,19,BS-7793-8024,Alive,019c1792-f92a-7900-8865-6cda567e148f,2021-03-29
019c1792-f92d-7aaf-880c-dbf5830b7959,5,Daniel,Rivera,Darryl,DanielDarrylRivera@example.com,"{""(997)389-4527"",""(771)825-7757""}",Father,2,16,BS-7793-8024,Deceased,019c1792-f92a-7900-8865-6cda567e148f,2008-12-10
019c1792-f92f-79b0-a8b9-5410735b3bd7,14,Sandra,Wright,Ryan,SandraRyanWright@example.com,"{""6928272037"",""654-998-5097""}",Mother,2,13,BS-9890-2737,Alive,019c1792-f92e-7d7a-8f7a-587241e5ffe2,2010-02-19
019c1792-f931-77ba-8360-7d5497d38a0b,15,David,Rush,Karen,DavidKarenRush@example.com,"{""800-256-4102"",""530-635-9442""}",Father,1,2,BS-9890-2737,Alive,019c1792-f92e-7d7a-8f7a-587241e5ffe2,2011-09-25
019c1792-f933-7e20-8fca-7a36711911a4,5,Cassie,Bryant,Michael,CassieMichaelBryant@example.com,"{""(894)313-3454"",""(347)786-8963""}",Mother,1,8,BS-2501-1731,Alive,019c1792-f932-76c4-89ce-62a0bc3cad8a,2021-01-13
019c1792-f935-7c59-9d8e-8568ee879089,4,Kenneth,Taylor,N/A,KennethTaylor@example.com,"{""5003888113"",""(994)923-0161""}",Father,5,6,BS-5570-2572,Alive,019c1792-f932-76c4-89ce-62a0bc3cad8a,2007-08-30
019c1792-f937-7ff0-bfa2-8e2842fe6ddb,4,Christina,Page,Ernest,ChristinaErnestPage@example.com,"{""(299)748-1063"",""2355767214""}",Mother,2,9,BS-3235-5655,Alive,019c1792-f936-7d9d-a6af-ee4f01000892,2019-11-16
019c1792-f939-7528-bb3c-7bc7e2179920,11,Christopher,Poole,N/A,ChristopherPoole@example.com,"{""722-262-9181"",""(692)307-1613""}",Father,5,19,BS-3235-5655,Alive,019c1792-f936-7d9d-a6af-ee4f01000892,2011-08-18
019c1792-f93b-7030-873c-be0d43a194ec,1,Danielle,Walsh,Gary,DanielleGaryWalsh@example.com,"{""4228733764"",""8545953651""}",Mother,2,18,BS-2414-9408,Alive,019c1792-f93a-7346-b6b1-ac0ed11827f0,1996-11-08
019c1792-f93c-74be-9ced-8d4043e9f85b,9,Jacob,Werner,Laura,JacobLauraWerner@example.com,"{""5464614126"",""579-630-8692""}",Father,5,17,BS-2414-9408,Alive,019c1792-f93a-7346-b6b1-ac0ed11827f0,1997-02-24
019c1792-f93f-74f9-b0e3-d66f2e81cb5c,8,Nicole,Harmon,N/A,NicoleHarmon@example.com,"{""337-236-3274"",""9752178178""}",Mother,5,4,BS-0771-4729,Alive,019c1792-f93d-740b-a4e8-7e7573c906e6,2025-03-11
019c1792-f940-7b52-8c53-43b21f1ba48e,11,Christopher,Ruiz,N/A,ChristopherRuiz@example.com,"{""3689347187"",""327-988-5332""}",Father,1,16,BS-0771-4729,Alive,019c1792-f93d-740b-a4e8-7e7573c906e6,2022-11-16
019c1792-f942-77d7-854d-47eb4c4b2648,12,Cassandra,Johnson,N/A,CassandraJohnson@example.com,"{""8343061523"",""2256699357""}",Mother,2,20,BS-7664-0549,Alive,019c1792-f941-745c-a259-9e57fc81e291,2021-08-16
019c1792-f944-71a0-9cca-a12b55659383,8,Jordan,Green,N/A,JordanGreen@example.com,"{""6939231094"",""(943)958-5413""}",Father,4,12,BS-7664-0549,Alive,019c1792-f941-745c-a259-9e57fc81e291,2002-03-04
019c1792-f946-7788-9ef0-38e90380b220,8,Natalie,Hale,N/A,NatalieHale@example.com,"{""(475)224-0231"",""(624)876-7206""}",Mother,1,10,BS-4731-0192,Alive,019c1792-f945-7097-866e-b7f6457bd034,2024-05-25
019c1792-f948-7337-974c-3cd004169e02,8,Evan,Lewis,N/A,EvanLewis@example.com,"{""501-653-9218"",""612-289-5347""}",Father,5,12,BS-2999-6838,Alive,019c1792-f945-7097-866e-b7f6457bd034,2013-11-24
019c1792-f94b-767c-9490-5568fc564598,15,Christina,Lee,N/A,ChristinaLee@example.com,"{""(788)242-4595"",""(541)684-9702""}",Mother,4,18,BS-6266-3058,Alive,019c1792-f94a-7e4d-bf5e-d1d6c2b7c719,2013-03-06
019c1792-f94c-7845-b981-549aaa1a8525,2,Robert,Skinner,N/A,RobertSkinner@example.com,"{""(628)558-4921"",""3315890056""}",Father,3,20,BS-9777-2788,Alive,019c1792-f94a-7e4d-bf5e-d1d6c2b7c719,2005-09-18
019c1792-f94f-76f1-bbe5-4832c49d0119,21,Beth,Patterson,N/A,BethPatterson@example.com,"{""8226459854"",""(232)736-9822""}",Mother,2,14,BS-9544-6763,Alive,019c1792-f94e-71ca-8eaa-2e0af79a3874,1998-08-05
019c1792-f950-7d56-a7f1-1db2ecb1d5b8,6,Jacob,Young,N/A,JacobYoung@example.com,"{""5924901140"",""462-242-9544""}",Father,1,16,BS-9544-6763,Alive,019c1792-f94e-71ca-8eaa-2e0af79a3874,2008-08-26
019c1792-f953-75af-bd50-da19a6a38c27,20,Alicia,Livingston,Austin,AliciaAustinLivingston@example.com,"{""9325878177"",""384-348-0663""}",Mother,3,1,BS-1666-6416,Alive,019c1792-f952-7fdc-ad04-ba05c0cbe0fc,1998-05-10
019c1792-f954-72ee-b5c5-d538ac7f9db4,18,Jeffrey,Lewis,Kathy,JeffreyKathyLewis@example.com,"{""7734209492"",""6294322802""}",Father,4,11,BS-1666-6416,Deceased,019c1792-f952-7fdc-ad04-ba05c0cbe0fc,2004-05-04
019c1792-f957-7295-8a1e-6af6dfc06b4f,1,Emily,Jones,N/A,EmilyJones@example.com,"{""7257289678"",""702-984-0917""}",Mother,2,9,BS-1826-2125,Alive,019c1792-f955-7656-994f-91e4a15e8811,2018-12-26
019c1792-f958-7ef5-9aae-7aafaf40ddda,17,Michael,Li,Kathleen,MichaelKathleenLi@example.com,"{""234-819-1987"",""(802)371-6119""}",Father,3,19,BS-1826-2125,Alive,019c1792-f955-7656-994f-91e4a15e8811,2023-04-23
019c1792-f95b-72b0-94fa-d5e60bb44a70,4,Kristine,Davis,John,KristineJohnDavis@example.com,"{""2473058443"",""(675)511-6720""}",Mother,3,14,BS-1256-5173,Alive,019c1792-f959-7592-8205-b7aad5826f7c,2006-10-20
019c1792-f95c-7553-aae8-d857bc714523,8,Robert,Howard,N/A,RobertHoward@example.com,"{""(725)567-5593"",""4658044632""}",Father,4,11,BS-1256-5173,Alive,019c1792-f959-7592-8205-b7aad5826f7c,2010-07-07
019c1792-f95f-7d48-b2be-e76fff6862e0,4,Colleen,Thomas,N/A,ColleenThomas@example.com,"{""2745783977"",""971-464-4474""}",Mother,2,10,BS-4412-8347,Alive,019c1792-f95d-76d9-8808-4c8facefd658,2015-09-15
019c1792-f960-7ba6-b918-6ff90d1f1939,8,James,Mullins,Angela,JamesAngelaMullins@example.com,"{""943-447-0279"",""(934)825-2117""}",Father,5,11,BS-4412-8347,Alive,019c1792-f95d-76d9-8808-4c8facefd658,2018-06-23
019c1792-f963-7e3b-9243-e5fb368d7c6a,7,Jessica,Hernandez,N/A,JessicaHernandez@example.com,"{""241-807-6997"",""527-389-2836""}",Mother,5,17,BS-9825-6548,Alive,019c1792-f962-726e-a4e9-2532064111d5,1997-10-25
019c1792-f964-75e0-a5a2-4ad03d7205c2,13,William,Anderson,Heidi,WilliamHeidiAnderson@example.com,"{""4976283777"",""(781)453-9007""}",Father,2,17,BS-9825-6548,Alive,019c1792-f962-726e-a4e9-2532064111d5,2015-07-10
019c1792-f967-7ecd-9c83-4b896588b6e1,1,Jane,Orr,Tammie,JaneTammieOrr@example.com,"{""8028681063"",""421-462-1338""}",Mother,1,15,BS-3716-2291,Deceased,019c1792-f965-702d-a7ff-e1a3813cc112,2005-08-13
019c1792-f968-756c-b8b5-d62bc32baf45,21,Aaron,Cooper,James,AaronJamesCooper@example.com,"{""733-574-0489"",""739-893-4384""}",Father,5,13,BS-3716-2291,Alive,019c1792-f965-702d-a7ff-e1a3813cc112,2023-01-05
019c1792-f96a-75ca-a7b1-277e258411e3,21,Jessica,Lopez,Matthew,JessicaMatthewLopez@example.com,"{""(224)264-3104"",""6525188066""}",Mother,4,15,BS-7106-4866,Alive,019c1792-f969-7bfb-9716-bd4a78dcb10c,2024-11-18
019c1792-f96c-7dad-85c3-b676aebdbd5c,5,Zachary,Moore,David,ZacharyDavidMoore@example.com,"{""9027990245"",""(353)670-3361""}",Father,3,15,BS-7106-4866,Alive,019c1792-f969-7bfb-9716-bd4a78dcb10c,2006-10-18
019c1792-f96e-71cf-9dd2-77af087237d7,1,Victoria,Bolton,N/A,VictoriaBolton@example.com,"{""(501)319-6473"",""3146128049""}",Mother,5,7,BS-0000-6455,Alive,019c1792-f96d-7c0d-a013-a25a1edf1d80,2017-01-26
019c1792-f970-7980-ad62-32ed3e59dea2,4,Edward,Harris,Michelle,EdwardMichelleHarris@example.com,"{""(348)805-4415"",""2615768581""}",Father,2,7,BS-0000-6455,Alive,019c1792-f96d-7c0d-a013-a25a1edf1d80,2024-10-23
019c1792-f972-783f-ba8f-f0df52caf304,21,Brittany,Diaz,N/A,BrittanyDiaz@example.com,"{""(434)331-7863"",""8605044849""}",Mother,3,19,BS-7931-1578,Alive,019c1792-f971-775a-a895-ef7f72d0a0db,2008-12-25
019c1792-f973-7a8e-8768-466679ebbfc5,1,James,Ramsey,N/A,JamesRamsey@example.com,"{""670-254-6921"",""5996031057""}",Father,5,14,BS-8076-7285,Alive,019c1792-f971-775a-a895-ef7f72d0a0db,2011-06-07
019c1792-f976-7220-8846-3e21a063df4e,11,Sara,Cruz,N/A,SaraCruz@example.com,"{""9429156495"",""545-880-4564""}",Mother,1,17,BS-0121-8221,Alive,019c1792-f974-7db5-9cc3-c4e27138036a,2012-10-30
019c1792-f977-7f6e-a1d7-6a0f16831d8c,21,Michael,Farrell,Paula,MichaelPaulaFarrell@example.com,"{""(540)509-9787"",""(887)916-6105""}",Father,2,15,BS-0121-8221,Alive,019c1792-f974-7db5-9cc3-c4e27138036a,2023-05-06
019c1792-f979-71ae-b6cd-f7663a063495,11,Rachel,Cervantes,N/A,RachelCervantes@example.com,"{""(418)478-8970"",""6302754041""}",Mother,3,4,BS-5117-0378,Alive,019c1792-f978-7658-84df-382774ac0603,2000-04-19
019c1792-f97a-7256-8bbb-9f5943237bf5,17,Thomas,Evans,Holly,ThomasHollyEvans@example.com,"{""589-781-1887"",""341-808-0172""}",Father,3,14,BS-5117-0378,Alive,019c1792-f978-7658-84df-382774ac0603,1998-01-26
019c1792-f97d-7ce2-940e-e07eb55f3201,14,Lauren,Schneider,N/A,LaurenSchneider@example.com,"{""964-671-3198"",""409-697-4662""}",Mother,3,7,BS-5515-0154,Alive,019c1792-f97c-7ece-9804-497038075fd2,2019-07-11
019c1792-f97e-747d-8ae8-b752974f6a89,20,Robert,Ramsey,N/A,RobertRamsey@example.com,"{""297-965-0408"",""(667)862-9173""}",Father,3,17,BS-5515-0154,Alive,019c1792-f97c-7ece-9804-497038075fd2,2020-10-30
019c1792-f981-750c-933c-2db01a3dc723,11,Ashley,Thompson,Brian,AshleyBrianThompson@example.com,"{""(334)826-0649"",""374-713-6049""}",Mother,5,3,BS-5201-8272,Alive,019c1792-f97f-74fb-bf7c-27ef7e6ce568,2026-01-08
019c1792-f982-79f5-b223-64e29b39c98a,6,Robert,Williamson,N/A,RobertWilliamson@example.com,"{""(682)912-1548"",""6237639377""}",Father,5,16,BS-1550-7179,Alive,019c1792-f97f-74fb-bf7c-27ef7e6ce568,2016-05-29
019c1792-f985-7fb6-bec7-355f6dd3f07f,12,Wendy,Cline,Wendy,WendyWendyCline@example.com,"{""490-982-6298"",""(216)898-6232""}",Mother,3,7,BS-3571-0476,Alive,019c1792-f984-726a-bd64-c83f637669e5,2007-05-07
019c1792-f986-7f96-b93a-52d1fd9eedbf,14,Henry,Perez,N/A,HenryPerez@example.com,"{""3145928665"",""6174683260""}",Father,3,16,BS-3571-0476,Deceased,019c1792-f984-726a-bd64-c83f637669e5,2024-08-24
019c1792-f989-744c-949e-56990b2b5ac5,10,Melissa,Dixon,N/A,MelissaDixon@example.com,"{""7209815727"",""(350)661-6064""}",Mother,3,4,BS-7770-1999,Deceased,019c1792-f987-782c-b5f0-c1401f11cf05,2020-12-31
019c1792-f98a-7ff2-99fc-373baf9b374e,7,John,Miller,N/A,JohnMiller@example.com,"{""864-287-5697"",""(999)814-8573""}",Father,4,11,BS-3965-5452,Deceased,019c1792-f987-782c-b5f0-c1401f11cf05,1999-07-06
019c1792-f98d-73f8-b960-9863e18f051d,15,Jennifer,English,Morgan,JenniferMorganEnglish@example.com,"{""4248139052"",""(875)626-3714""}",Mother,5,4,BS-5594-5680,Alive,019c1792-f98b-7693-8fcf-5b633fdcd770,2017-08-08
019c1792-f990-7261-aa38-cf5e22dbb58a,12,Vincent,Fletcher,Diana,VincentDianaFletcher@example.com,"{""9949536220"",""(835)474-9543""}",Father,1,11,BS-2294-3068,Alive,019c1792-f98b-7693-8fcf-5b633fdcd770,1996-03-18
019c1792-f994-7e93-b8b1-fc953b155aa1,21,Michele,Barnes,Gary,MicheleGaryBarnes@example.com,"{""498-529-3332"",""5184086048""}",Mother,3,4,BS-9059-0135,Alive,019c1792-f992-7dc0-af83-3f7850d356fd,2012-01-30
019c1792-f996-750b-b908-1b5da1fc7e9a,6,Christian,Villanueva,Johnny,ChristianJohnnyVillanueva@example.com,"{""599-946-0168"",""(428)574-2273""}",Father,3,11,BS-9059-0135,Alive,019c1792-f992-7dc0-af83-3f7850d356fd,2023-04-17
019c1792-f99a-7ecf-be28-3225c2009b23,17,Heather,Sanders,N/A,HeatherSanders@example.com,"{""3094700205"",""(681)975-9700""}",Mother,5,8,BS-0018-5361,Alive,019c1792-f999-7758-a027-920aae8e5cf1,2020-09-10
019c1792-f99c-720e-add6-1463e7670c02,18,Benjamin,Clark,N/A,BenjaminClark@example.com,"{""(213)388-7561"",""4915687346""}",Father,3,4,BS-0018-5361,Alive,019c1792-f999-7758-a027-920aae8e5cf1,1998-12-30
019c1792-f9a0-7b3b-a325-c3261abbcf53,17,Jasmine,Berry,Craig,JasmineCraigBerry@example.com,"{""2082540986"",""(408)316-3268""}",Mother,5,7,BS-3380-7574,Alive,019c1792-f99e-7e8e-a811-a1c4ea87b40d,1999-03-16
019c1792-f9a2-76d5-ad56-ba0a29ee78e6,11,Jason,Lane,Christopher,JasonChristopherLane@example.com,"{""(324)717-3999"",""643-711-5006""}",Father,3,10,BS-3380-7574,Alive,019c1792-f99e-7e8e-a811-a1c4ea87b40d,2000-07-21
019c1792-f9a6-7ebb-8b9b-cc5074d1de60,4,Madison,Frazier,Dylan,MadisonDylanFrazier@example.com,"{""(854)975-7985"",""(422)213-6452""}",Mother,2,19,BS-6068-8250,Deceased,019c1792-f9a5-70e1-a66c-c4a99dcb6889,2014-04-21
019c1792-f9a7-705d-851c-db3392a7e4e3,19,John,Watkins,Eric,JohnEricWatkins@example.com,"{""653-358-3857"",""(785)823-6094""}",Father,5,8,BS-6068-8250,Alive,019c1792-f9a5-70e1-a66c-c4a99dcb6889,1997-05-17
019c1792-f9aa-7bec-bd4a-3360b5880366,14,Julie,Smith,Haley,JulieHaleySmith@example.com,"{""(915)419-4850"",""424-957-4669""}",Mother,3,6,BS-8470-0375,Alive,019c1792-f9a9-7959-8de7-5a096031488e,2007-03-11
019c1792-f9ab-7c6c-a818-62c030c42990,13,Shane,Long,Nicole,ShaneNicoleLong@example.com,"{""2787153816"",""5439039156""}",Father,4,11,BS-8470-0375,Alive,019c1792-f9a9-7959-8de7-5a096031488e,2017-06-03
019c1792-f9ae-7d6f-b308-34549a3f0dad,8,Mackenzie,Weaver,N/A,MackenzieWeaver@example.com,"{""425-236-6671"",""781-452-5440""}",Mother,3,9,BS-9934-3494,Alive,019c1792-f9ad-70ce-8fa4-ad966e661300,2022-10-19
019c1792-f9af-7a3d-964c-0e44e3e44f5b,12,John,Stevens,John,JohnJohnStevens@example.com,"{""(979)721-3930"",""6379903720""}",Father,1,2,BS-3492-9585,Alive,019c1792-f9ad-70ce-8fa4-ad966e661300,2006-11-08
019c1792-f9b2-76ef-ad8b-48166d0cc5b4,22,Katrina,Lloyd,Kellie,KatrinaKellieLloyd@example.com,"{""2235122689"",""(927)418-1995""}",Mother,1,12,BS-1730-5981,Alive,019c1792-f9b0-72e0-a2a4-c4d4ad5049a2,1998-12-05
019c1792-f9b3-7605-8a0b-edefe8f4c64e,2,Daniel,Griffith,Julie,DanielJulieGriffith@example.com,"{""2183835495"",""3682147062""}",Father,1,19,BS-1730-5981,Alive,019c1792-f9b0-72e0-a2a4-c4d4ad5049a2,2024-11-13
019c1792-f9b6-7a83-adf2-9b7bc28593bf,19,Caitlin,Phillips,N/A,CaitlinPhillips@example.com,"{""(555)299-4452"",""3985613779""}",Mother,1,17,BS-7573-4039,Alive,019c1792-f9b4-7b62-83bb-259d8c60e2dd,2001-12-13
019c1792-f9b7-7687-968c-ed9ede109630,12,John,Clark,Ashley,JohnAshleyClark@example.com,"{""6274786100"",""(574)838-5468""}",Father,1,10,BS-7573-4039,Alive,019c1792-f9b4-7b62-83bb-259d8c60e2dd,2023-12-25
019c1792-f9ba-71bf-a434-4f007b51dd56,9,April,Russell,N/A,AprilRussell@example.com,"{""(901)229-3287"",""(379)386-4161""}",Mother,3,16,BS-8361-2301,Alive,019c1792-f9b8-7f40-85fd-56dca1da988d,2011-01-10
019c1792-f9bb-75ba-ae42-3ff8f5c47104,6,William,Lopez,Brittney,WilliamBrittneyLopez@example.com,"{""382-655-2334"",""2533263551""}",Father,4,20,BS-8361-2301,Alive,019c1792-f9b8-7f40-85fd-56dca1da988d,2006-03-23
019c1792-f9be-7682-9e9e-74642695de52,5,Marisa,Quinn,N/A,MarisaQuinn@example.com,"{""989-832-1003"",""5704152453""}",Mother,3,7,BS-9664-5282,Alive,019c1792-f9bc-750c-9987-df0bc652f9e3,1996-05-27
019c1792-f9bf-72d1-b0d7-7fa516a3d900,1,Bobby,Sanchez,N/A,BobbySanchez@example.com,"{""8615847295"",""8969727187""}",Father,2,10,BS-9664-5282,Alive,019c1792-f9bc-750c-9987-df0bc652f9e3,2016-07-01
019c1792-f9ce-72b7-9f24-6b5d2da0c9a4,19,Sarah,Bartlett,Paul,SarahPaulBartlett@example.com,"{""8012743437"",""(478)373-6155""}",Mother,3,3,BS-5679-2187,Alive,019c1792-f9cc-706f-9b16-15ab50861125,1996-04-05
019c1792-f9cf-79a4-93af-36feda1e8fd7,20,Willie,Adams,John,WillieJohnAdams@example.com,"{""(927)475-2463"",""9318748959""}",Father,1,6,BS-5679-2187,Alive,019c1792-f9cc-706f-9b16-15ab50861125,2017-02-05
019c1792-f9d1-74ac-ac3c-2fc1fe6d0b98,21,Susan,Mitchell,N/A,SusanMitchell@example.com,"{""5966914496"",""(731)546-5243""}",Mother,5,14,BS-6952-1945,Alive,019c1792-f9d0-7a9e-ad5b-acc846925182,2022-01-29
019c1792-f9d3-7bd6-950d-4650c93d38da,10,Jeffery,Jones,Bryan,JefferyBryanJones@example.com,"{""(898)302-5395"",""(648)587-4541""}",Father,2,5,BS-7548-5273,Alive,019c1792-f9d0-7a9e-ad5b-acc846925182,2011-06-06
019c1792-f9d5-72f3-80d9-1fc93226fd82,21,Susan,King,N/A,SusanKing@example.com,"{""(424)716-9217"",""530-563-8630""}",Mother,4,20,BS-4951-8989,Alive,019c1792-f9d4-7cf1-ba21-b144c5f8371d,1999-01-09
019c1792-f9d6-7deb-a7da-51d656515880,10,Brandon,Smith,N/A,BrandonSmith@example.com,"{""(889)439-6742"",""230-639-2960""}",Father,5,11,BS-7939-8332,Alive,019c1792-f9d4-7cf1-ba21-b144c5f8371d,2001-06-23
019c1792-f9d9-75b1-aaf5-fe1c7faf0194,11,Heather,Nichols,Brandon,HeatherBrandonNichols@example.com,"{""5329457440"",""(762)378-4686""}",Mother,5,2,BS-7988-5906,Alive,019c1792-f9d8-7623-b8da-bed595d298fe,2018-07-20
019c1792-f9da-7f6a-a3a5-69cd05a22f82,12,Charles,Knight,James,CharlesJamesKnight@example.com,"{""520-645-1195"",""(541)771-5143""}",Father,3,3,BS-7988-5906,Alive,019c1792-f9d8-7623-b8da-bed595d298fe,2005-03-15
019c1792-f9dd-7641-b544-8348f106d602,1,Mary,Williams,Samuel,MarySamuelWilliams@example.com,"{""(635)977-5013"",""4184192641""}",Mother,1,7,BS-7188-8930,Alive,019c1792-f9dc-7690-9b58-2fffecda331d,2021-02-07
019c1792-f9de-7509-9b16-038364bdb3ee,15,Joel,West,Charles,JoelCharlesWest@example.com,"{""(557)552-5443"",""458-583-3737""}",Father,5,7,BS-7188-8930,Alive,019c1792-f9dc-7690-9b58-2fffecda331d,1999-06-20
